type
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
MUT
