gene,Node,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
COL14A1,N458,0.0,0.0,0.0,0.0,0.0,-9.101854e-06,0.0,-1.6214217e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0495183e-05,0.0,0.0,-2.209141e-05,0.0,0.0,0.0
COL15A1,N459,4.5456527e-06,0.0,0.0,9.59811e-06,0.00011788527,9.311164e-06,4.4209744e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.096394e-06,1.8654164e-06,0.0,2.358742e-05,0.0,0.0,0.0,9.560686e-06
COL16A1,N460,0.0,0.0,-3.024948e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL17A1,N461,2.7212463e-05,0.0,0.0,5.7458896e-05,0.0,5.57411e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.254104e-05,0.0,0.0,0.0,5.4455384e-05,-0.0002609038,0.0,0.0,0.0,-0.001554277,0.0,5.723485e-05
COL18A1,N462,4.580619e-05,0.0,0.00016437106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.319253e-05,0.0,0.0,7.151591e-05,0.0,0.0,0.0,0.0,0.0,0.0
COL19A1,N463,0.0,0.0,-3.0417912e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.6607935e-05,0.0,0.0,0.0,0.0,0.0,-0.00015779457,0.0,0.0
COL1A1,N464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL1A2,N465,-1.714319e-05,0.0,-0.2541514,0.0,0.0,0.0,0.0,-0.016255865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8823214e-07,0.0,0.0,1.3477088e-05,0.0,0.0,0.0,0.0
COL20A1,N466,0.0,0.0,0.0,0.0,0.0,9.366117e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00014808362,0.0,0.0,0.0,0.0,0.0,0.0
COL21A1,N467,0.0,0.0,0.0,0.0,-8.163875e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL22A1,N468,0.0,-0.00042336085,0.0,0.0,0.0,1.348576e-05,0.0,0.0,3.3749402e-05,0.0,-0.00010059012,0.0,0.0,0.0,0.0,0.0,-0.00019167262,1.3174701e-05,1.027889e-05,0.0,0.0,3.2731736e-05,0.0,0.0,0.0
COL24A1,N469,0.0,-2.5665995e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL27A1,N470,0.0,0.0,0.0,0.0,4.8239042e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL28A1,N471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1918317e-06,0.00016395454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL2A1,N472,0.0,-0.0001023098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000113214264,0.0,0.0,0.0,0.0,0.0,0.0
COL3A1,N473,0.0,0.0,0.0081117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029394394,0.0,0.0,0.0,-0.00226193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL4A1,N474,0.0,0.0001531062,0.0,0.0,0.0,5.56152e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL4A2,N475,0.0,0.0,2.3086968e-05,0.0,0.0,1.3178723e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.068301e-05,0.0,0.0,0.0,0.0,0.0
COL4A3,N476,0.0,8.872962e-05,0.04118019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL4A4,N477,0.0,-0.0004933932,0.0,0.0,-0.00018665404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL4A5,N478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL4A6,N479,0.0,2.6960737e-05,1.1880272e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7179456e-05,0.0,0.0,0.0,0.0
COL5A1,N480,0.0,0.0,0.0,4.4226913e-06,7.480437e-05,4.29047e-06,2.0371306e-05,0.0,0.0,0.0,0.0,5.8145997e-05,0.0,0.0,0.0,0.0,0.0,4.191507e-06,0.0,0.0,1.0868794e-05,1.0413541e-05,0.0,0.0,4.405446e-06
COL5A2,N481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6913178e-06,0.0,-4.637288e-06,0.0,0.0,0.0,0.0
COL5A3,N482,0.0,-0.00011102577,-4.2207226e-05,0.0,-0.00017850337,-2.4093137e-05,0.0,0.0,0.0,0.0,0.0,0.0,-7.95189e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010060821,0.0
COL6A3,N483,0.0,6.531128e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9159178e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL6A5,N484,0.0,0.0,-0.01991635,0.0,0.0,0.0,0.0,-0.007930422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL6A6,N485,0.0,0.0,0.0,0.0,-2.9545798e-05,0.0,0.0,0.0,0.0,-2.3064189e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL7A1,N486,0.0,0.0002239155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013104705,0.0,0.0,0.0,0.0,0.000107005195,0.0
COL8A1,N487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.445278e-06,0.0,0.0,0.0,0.0,3.5711714e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL9A1,N488,-2.5099362e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.543194e-06,-6.4117257e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL9A2,N489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL9A3,N490,0.0,0.0,0.0,0.0,0.0,-2.290131e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COLGALT2,N491,0.0,0.0,0.0,0.0,-0.026703482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMT,N492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COP1,N493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COQ3,N494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX10,N495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX15,N496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX4I1,N497,0.0,-0.0004825617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019323695,0.0,0.0,0.0,0.0
COX6C,N498,0.0,0.0,0.0,0.0,0.0,-2.9984712e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX7A2,N499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021389633,0.0,0.0,0.0
CP,N500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPA1,N501,-5.5737786e-07,-4.511076e-06,-2.000096e-06,0.0,0.0,0.0,0.0,-4.720539e-06,0.0,0.0,0.0,0.0,-4.1942294e-06,-1.4858182e-06,0.0,0.0,0.0,-1.1153797e-06,0.0,-6.852353e-06,-2.8922368e-06,-2.771092e-06,-1.0747601e-05,0.0,0.0
CPA2,N502,1.7210994e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0025996626,0.0,0.0,0.0,0.0,0.00015584708,0.00020814322,0.0,0.0,0.0,0.00160475,0.0,0.0,0.0,1.3130568e-05,0.0,0.0,0.0
CPEB3,N503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS1,N504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3380873e-05,0.0,0.0,0.0,0.0,0.0,0.0
CPSF1,N505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPSF4,N506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.1838706e-06,0.0,0.0,0.0,0.0
CR1,N507,0.0,-0.002065941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022108164,0.0,0.0,-0.0008591928,-0.0035819258,0.0,0.0
CR1L,N508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003832733,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032391448,0.0,0.0,-0.00033181853,0.0,0.0,0.0
CR2,N509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.603867e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.218258e-05,0.0,0.0,4.403199e-05,0.0,0.0,0.0
CRAT,N510,0.0,0.0,0.0,0.0,0.0,-1.4271738e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRB1,N511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRB2,N512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREB3,N513,0.0,0.0,0.0,0.0005470644,0.00070775836,0.00021041716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003863018,0.0002010521,0.0,0.00011611791,0.0,0.0,0.00014364807,0.00079576916
CREB3L2,N514,1.793751e-06,0.0,0.119488046,0.0,0.0,0.0,0.0,0.02435007,-8.427483e-05,0.0,0.0,0.0,-0.0002316664,0.0,0.0,0.0,0.0,0.01719387,0.0,0.0,0.0,0.0,0.0,0.0,0.0058906144
CREB3L3,N515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREB3L4,N516,0.0,0.0,0.0,0.0,-6.789782e-07,0.0,0.0,0.0,-6.766157e-07,0.0,0.0,-6.781142e-07,0.0,0.0,0.0,0.0,0.0,0.0,-6.7738256e-07,-6.777223e-07,0.0,0.0,0.0,-6.7645203e-07,0.0
CREB5,N517,0.0,0.0,0.0,-0.00056104176,0.0,0.0,0.0,-0.0009040561,-0.00070591713,0.0,0.0,0.0,0.0,-0.0005659098,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008613496,-0.00021209456,0.0,0.0,0.0
CREBBP,N518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019809943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003035477,0.0,0.0,0.0,0.0,0.0,0.0
CREM,N519,-1.322564e-05,0.0,0.0,-9.262557e-06,0.0,-9.155824e-06,-2.5684147e-05,0.0,0.0,0.0,0.0,0.0,0.0,-1.835742e-05,0.0,0.0,0.0,-9.068981e-06,0.0,0.0,-9.156462e-06,0.0,0.0,0.0,-9.25347e-06
CRH,N520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRHR2,N521,0.0,0.0,0.0,1.760413e-07,0.0,0.0,0.0,1.5345525e-07,1.6788485e-07,0.0,0.0,0.0,0.0,1.6548262e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.6726193e-07,0.0,0.0,0.0,0.0
CRKL,N522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1482778e-05,5.4650136e-05
CROT,N523,0.0,0.0,0.004343316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRTC2,N524,0.0,0.0,0.0,0.0,0.00026457815,0.0,0.0,0.0,0.0002719978,0.0,0.0,0.00012139548,0.0,0.0,0.0,0.0,0.0,0.0,0.00011159392,0.0050021927,0.0,0.0,0.0,0.0,0.0
CRTC3,N525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRYAB,N526,0.0,0.0,0.0,0.0,1.0368404e-06,0.0,0.0,1.1415674e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9443025e-06,0.0,0.0,0.0,0.0,0.0,0.0
CSF2,N527,0.0,0.0,0.0,0.0,0.00012087434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011641311,0.0,0.0,0.0,0.0,0.0,0.0,0.00011825602,0.00010032142,0.0,0.0,0.00017260699
CSF2RA,N528,0.0,-2.3390483e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF2RB,N529,-9.6308e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002818695,0.0,0.0,0.0,6.277619e-08,0.0,0.0,0.0
CSNK1E,N530,1.5655009e-05,2.2166354e-05,0.0,0.0,0.0,1.5941017e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0734811e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.095319e-05
CSNK2B,N531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012991577,0.0,0.0,0.0
CSTF2T,N532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0294896e-05
CTBP2,N533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNNA1,N534,0.0,0.0,0.0,0.0,-0.00021680887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011907152,0.0,0.0,0.0,0.0,0.0,0.0,0.0009345757,-3.067315e-05,0.0,0.0,0.0003027565
CTNNA2,N535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005606069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015364446,0.0,0.0
CTNNA3,N536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNNB1,N537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00019197154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNND2,N538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNS,N539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001488112,0.0,0.0,0.0,0.0,0.0,0.0
CTRL,N540,0.0,0.00023618429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSE,N541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSK,N542,0.0,0.0,0.0,0.0,-0.0004068369,0.0,0.0,0.0,-0.00036209665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010743301,0.0,0.0,0.0,0.0,0.0,0.0
CTSL,N543,3.060513e-05,0.0,0.0,3.8712144e-05,5.4684417e-05,3.54709e-05,4.031813e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3417116e-05,0.0,0.0,3.672896e-05,0.0,0.0,0.0,4.4634264e-05
CTSS,N544,0.0,0.0,0.0,0.0,-0.003904907,0.0,0.0,0.0,-0.0012301806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005013555,-0.007738033,0.0,0.0,0.0,-0.0007346643,0.0
CTSZ,N545,0.0,0.0,0.0,0.0,0.0,-1.4137062e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUBN,N546,0.0,0.0,-0.0012646874,-3.7030382e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00012750267,0.0,-6.096492e-05,0.0,0.0,0.0,-2.0410447e-05,0.0,0.0,-6.774251e-05,0.0,-0.00022796515,0.0,-0.00020852649
CUL1,N547,3.4532233e-05,0.0,0.01322322,0.0,0.0,0.0,0.0,0.00985865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003392983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUL2,N548,0.0,0.0,0.0,0.00014253573,0.0,0.0,3.125152e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00032298808,0.0,0.0,0.0,-0.00025984543,0.0,0.0,0.0004694132,0.0,0.0,0.0,0.0
CUL5,N549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUL7,N550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL12,N551,3.2138254e-05,5.436365e-05,0.0,8.35976e-05,0.0,4.7216494e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.707342e-05,0.0,0.0,0.0,4.855059e-05,0.0,0.0,0.00016810493,2.597157e-05,0.0,0.0,9.068172e-05
CXCL14,N552,0.0,0.0,0.0,0.0,0.0002494522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017564115,0.0,0.0,0.0,0.0,0.0,0.0,0.0002000636,8.6022965e-06,0.0,0.0,0.0
CYB5R1,N553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYB5R3,N554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYB5R4,N555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYBA,N556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC1,N557,0.0,0.0,0.0,0.0,0.0,8.8401284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.403437e-05,9.139684e-06,0.0,0.0,0.0,0.0,0.0,0.0
CYCS,N558,0.0,0.0,0.0,-0.0026096567,0.0,0.0,0.0,-0.0021545351,0.0,0.0,0.0,0.0,0.0,-0.0022660925,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034378613,0.0,0.0,0.0,0.0
CYFIP1,N559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP11B1,N560,0.0,0.0,0.0,0.0,0.0,4.6695136e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6483292e-06,1.6691766e-07,0.0,0.0,0.0,0.0,0.0,0.0
CYP11B2,N561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP17A1,N562,-1.8061867e-06,0.0,0.0,-9.727718e-06,0.0,-8.616381e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.315483e-06,0.0,0.0,0.0,-1.9825284e-06,0.0,0.0,0.0,0.0,0.0,0.0,-1.31273855e-05
CYP26A1,N563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.947903e-05
CYP26C1,N564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP2B6,N565,0.0,5.9698006e-05,6.0316732e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP2C18,N566,0.0,0.0,0.0,0.00031333102,0.0,0.0,0.0,0.0,0.0,0.00022758539,0.0,0.0,0.0,0.0003476069,0.0,0.0,0.0,9.668184e-05,0.0,0.0,0.0,6.894515e-05,0.0,0.0,0.00047662214
CYP2C19,N567,0.0,0.00014020065,0.0,0.00019234067,0.0,0.0,0.0,0.0,0.0,0.0007761227,0.0,0.0,0.0,0.0004318384,0.0,0.0,0.0,0.0,0.0,0.0,0.00017034606,0.0,0.0,0.0,0.00014944577
CYP2C8,N568,0.0,0.0,0.0,-0.0006288812,-0.0016655338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013342574,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024219326,0.0,0.0,0.0,-0.0005655523
CYP2C9,N569,0.0,0.0,0.0,-3.4556295e-05,0.0,0.0,0.0,0.0,0.0,0.0,-4.5855224e-05,0.0,0.0,-3.32757e-05,0.0,0.0,0.0,-3.3456843e-05,0.0,0.0,0.0,-2.2096945e-05,0.0,-4.6019784e-05,-3.888194e-05
CYP2E1,N570,0.0,0.0,0.0,0.00083670695,0.0,0.0003862056,0.0,0.0,0.0,0.0008798193,0.0,0.0,0.0,0.0011618409,0.0,0.0,0.0,0.0003721829,0.0,0.0,0.0,0.00030243926,0.0,0.0,0.0018972671
CYP2W1,N571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP39A1,N572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
