pathc,Node,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
hsa04015,N107,0.00041582485,0.0,0.058621675,0.0,-0.0040025823,0.0,0.0,-0.030137517,0.0,0.0,-0.0318868,0.0,0.0,0.0,0.0,0.005190864,0.0,0.0009807915,0.0001206729,-0.004512846,0.0,0.0,0.0,0.0,0.0
hsa04020,N108,0.0,0.0,-0.37757492,0.0,-0.004036307,0.0,0.0,-0.078430146,0.0,0.0,-0.04690448,0.0,0.0,0.0,0.0,-0.005209657,0.0,-0.04728875,-4.0217954e-05,-0.010067958,0.0,0.0,0.0,0.0,0.0
hsa04022,N109,1.2763276e-05,0.0,-0.017158605,0.0,0.00013918926,0.0,0.0,0.0015031461,0.0,0.0,0.0014785765,0.0,0.0,0.0,0.0,0.0008594899,0.0,0.0008496565,1.1289666e-06,0.001091426,0.0,0.0,0.0,0.0,0.0
hsa04024,N110,-7.9628066e-05,0.0,-0.07790882,0.0,0.0016774319,0.0,0.0,-0.004837022,0.0,0.0,-0.0003995605,0.0,0.0,0.0,0.0,0.055958413,0.0,0.004659251,0.00017292037,0.0,0.0,0.0,0.0,0.0,0.0
hsa04060,N111,0.0,0.0,0.0,0.0,-0.0028145644,0.0,0.0,-0.0024475807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011741441,0.0,0.0,-2.0897314e-05,0.0,0.0,0.0
hsa04061,N112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015412027,0.0,0.0,0.0,4.5649067e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5942718e-05,0.0
hsa04062,N113,0.0,0.0,-0.0024434922,-0.0020917626,-0.0021701073,0.0,0.0,-0.047683768,0.0,0.0,0.0,0.0,0.0,-0.0029868651,0.0,0.0,0.0,-0.0075823595,0.0,0.0,-0.004943455,-5.0225415e-05,0.0,0.0,0.0
hsa04064,N114,0.0,0.0,-0.01683185,0.0,0.0,0.0,0.0,-0.025691086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02039562,0.0,0.0,0.0,0.0006443899,0.0,0.0,0.0,0.0,0.0
hsa04066,N115,0.0,0.0,-0.035819322,0.0,-0.0018778575,0.0,0.0,-0.025803467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018371262,0.0,-0.0018004086,-9.0688976e-05,-0.0072837085,0.0,0.0,0.0,0.0,0.0
hsa04068,N116,-0.00030809813,0.0,0.0,0.0,-0.021536134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014773039,-0.00015395896,0.0,0.0,0.0,0.0,0.0,0.0
hsa04070,N117,-0.0005160154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09088658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa04071,N118,9.194022e-06,0.0,0.018250614,0.0,0.0,0.0,0.0,0.0020383317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005114486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa04072,N119,0.00029050093,0.0,0.0,0.0,0.0,0.0,0.0,0.06883338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03200532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa04080,N120,0.0,0.0,0.0,0.0,-7.0917224e-05,0.0,0.0,-0.0001594646,0.0,0.0,0.0,-1.3836317e-05,0.0,7.2676436e-08,0.0,5.9673832e-05,0.0,0.0,-1.3758732e-06,0.0,-1.1631819e-06,0.0,0.0,-7.874457e-07,0.0
hsa04110,N121,0.0,0.0,-0.0033661984,0.0,0.0,0.0,-5.338516e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.8686015e-05,3.4036555e-05,0.0,-0.000116315525,0.0,0.0,0.0,0.0
hsa04114,N122,0.0,0.0,-5.4574317e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa04115,N123,0.0,0.0,-0.003252704,0.0,0.0,-0.00019172658,-9.75486e-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.00027595746,0.0,0.0,0.0,-0.004840156,0.00023974842,0.0,-0.00039998675,0.0,0.0,0.0,0.0
hsa04120,N124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.327252e-05,0.0,0.0,0.0,0.0,0.0,0.0
hsa04122,N125,0.0,3.325571e-06,0.0,0.0,0.0,-1.7951974e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010863472,0.0,0.0,0.0,3.1025563e-06,0.0,0.0,-7.2131705e-05
hsa04130,N126,0.0,0.0,0.0,0.0,0.0,3.7164412e-08,0.0,0.0,2.6689206e-08,0.0,0.0,0.0,0.0,3.2806152e-08,0.0,0.0,0.0,-3.0782555e-08,0.0,0.0,-4.0389615e-08,0.0,0.0,-1.0637557e-08,3.470484e-07
hsa04136,N127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040141784,0.0,0.0,0.0,0.0,0.0,0.0
hsa04137,N128,0.0,0.0011035802,0.0,0.0,0.0,9.789186e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.56124e-06,0.0,0.0,0.0,0.0,0.0,0.0
hsa04140,N129,0.0,0.0,0.0,0.0,0.0,2.95769e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0065575214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa04141,N130,1.6033457e-07,4.8916693e-08,2.5044521e-05,5.3680023e-06,5.8109144e-06,2.5783327e-05,0.0,9.66915e-06,-2.654917e-06,1.4560193e-05,0.0,4.8484962e-05,0.0,2.6162525e-05,0.0,0.0,0.0,5.8550895e-06,-5.7808047e-06,1.2224896e-06,4.0120467e-06,-5.526592e-06,0.0,-2.6574988e-05,4.5613462e-05
hsa04142,N131,0.0,-0.00082207425,0.050691016,0.0,0.0,1.0176576e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.225656e-06,0.0,0.0,0.0,0.0,0.0,0.0
hsa04144,N132,0.0,-8.247825e-05,0.026108317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013749151,-0.00047931107,0.0,0.0,0.0,0.0,0.0,0.0
hsa04145,N133,0.0,0.0,0.0026193853,0.0,0.0,7.820123e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00081801147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa04146,N134,0.0,-0.0071809837,-0.12464835,0.0,0.0,-0.00040113318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005361996,0.0,0.0,0.0,0.0,0.0,0.0
hsa04150,N135,-1.558337e-05,0.0,0.0,0.0,-0.00011111311,0.0,0.0,0.0,0.0,0.0,-0.0011509258,0.0,0.0,0.0,0.0,-0.0039408784,0.0,0.0,-3.8639086e-05,-0.0016255825,0.0,0.0,0.0,0.0,0.0
hsa04151,N136,0.0,0.0,0.0036462084,0.0,0.0,0.0,0.0,0.012403713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11039068,0.0,0.0005077377,0.0,-0.026372109,0.0,0.0,0.0,0.0,0.0
hsa04152,N137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa04210,N138,0.0,0.0,0.05038596,0.0,0.0,0.0,-4.331818e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005718584,-0.00016882537,0.0,-0.0010859817,0.0,0.0,0.0,0.0
hsa04211,N139,0.0,0.0,0.0,-0.0007455499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00071303983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa04213,N140,0.0,0.00014273071,0.0,0.0015454306,0.0,0.0028118342,0.0,0.0,0.00065922446,0.0,0.0,0.0,0.0,0.0036282805,0.0,0.0,0.0010070576,0.022915171,0.0,0.0,0.0,0.00034356696,0.0,0.0038440963,0.009284262
hsa04215,N141,0.0,0.0,-0.01407244,0.0,0.0,-3.0053254e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009834924,0.0,0.0,0.0,-0.014222885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa04216,N142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa04217,N143,0.0,0.0,0.0,0.0,0.0,0.0,-4.0133427e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0063459906,-0.0007468652,0.0,-9.587704e-05,0.0,0.0,0.0,0.0
hsa04218,N144,0.0,0.0,-0.008184293,0.0,0.0,3.3948004e-07,-3.1207899e-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.00076437934,0.0,0.0,0.0,0.0,-0.0004554327,0.0,-0.00208568,0.0,0.0,0.0,0.0
hsa04260,N145,4.274451e-05,0.000105003004,0.017971955,0.0005244044,0.002212235,0.0014281304,-0.0014624435,0.030054828,0.00021192219,0.00012213673,-0.015822507,-0.0010506652,0.0010957625,0.00147598,0.0,0.02340734,0.0,0.0006828266,-0.0012728458,0.0066427765,0.001377862,0.00030371564,-0.0010321084,0.00048656185,0.0017992789
hsa04261,N146,-0.00015591543,0.00033802533,0.06605849,-0.0002135336,-0.00028626103,-0.00027350208,-0.00019780187,0.022547422,0.0014784471,-1.3060911e-05,-0.00037966028,0.0014646054,0.0012173511,-0.00020623126,0.0,0.020969499,0.00025666846,-0.00028411113,0.00021241036,-0.000563013,-0.00026182178,0.0006364129,0.00023138395,-0.00022312423,-0.00024878915
hsa04270,N147,0.0015755089,0.0036480199,-0.0050389823,0.004461757,0.009072915,0.0025743686,0.0029229699,-0.011855682,0.0029956994,-3.7150006e-05,-0.026050977,0.004144765,0.00030544406,0.0051424187,-1.1247992e-05,0.014019884,0.0013776161,0.0031225746,0.00515523,3.288855e-06,0.0076297955,0.00019198336,0.0004641147,0.0036440617,0.0070149982
hsa04310,N148,6.233157e-05,0.0,0.01900808,0.0,0.0,0.0,0.0,0.031982027,0.0,0.0,-0.0016169145,0.0,0.0,0.0,0.0,-0.002484004,0.0,-0.0028486832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa04330,N149,-7.43721e-05,0.0,0.10694821,0.0,0.0,0.0,0.0,0.032131676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00012281796,2.6192754e-05,-0.000538967,0.0,0.0,0.0,0.0,0.0
hsa04340,N150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7780148e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa04350,N151,-1.613015e-05,0.0,0.0022244253,0.0,0.0,0.0,0.0,0.0038051791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012200542,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa04360,N152,0.00041786884,0.0021354982,0.08784686,0.0,0.0,0.0,0.0,0.04227254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008299617,0.00066967064,0.015125006,0.0018317723,0.00024736856,0.0,0.0010318435,0.0042846627
hsa04370,N153,-6.872697e-06,0.0,0.0,0.0,-0.00036564659,0.0,0.0,0.0,0.0,0.0,-0.00024650563,0.0,0.0,0.0,0.0,0.0,0.0,-0.00081953197,-4.919717e-07,-0.00018860016,0.0,0.0,0.0,0.0,0.0
hsa04371,N154,-4.0200634e-05,0.0,-0.02663992,0.0,-0.0016203914,0.0,0.0,-0.01446512,0.0,0.0,-0.035520714,0.0,0.0,0.0,0.0,0.09583317,0.0,-0.0016470501,-0.00013816271,-0.019360255,0.0,0.0,0.0,0.0,0.0
hsa04380,N155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021010377,0.0,0.0,0.0,0.0,0.0,0.0,-0.011322672,0.0,0.0,0.0,0.0,-0.0031001496,0.0
hsa04390,N156,-4.7901244e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa04392,N157,0.000114404684,0.0,0.0,0.0,0.000997221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01880929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa04510,N158,0.0,0.0,-0.0001267874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.88308e-05,-8.710519e-05,0.0,0.0,0.0,0.0,0.0,0.0
hsa04512,N159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013850211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1322565e-05,0.0,0.0002192992,0.0
hsa04514,N160,0.0,0.0,0.0,0.0,-0.0064282054,0.0,0.0,-0.029832248,0.0,0.0,0.0,-0.0020647938,0.0,-4.1913398e-05,0.0,-0.047936205,0.0,0.0,-0.0032212068,0.0,-0.0009920185,-3.569902e-05,0.0,-0.000334344,0.0
hsa04520,N161,0.0,0.0,-0.00018838828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7603797e-06,-1.6189999e-06,0.0,0.0,0.0,0.0,0.0,0.0
hsa04530,N162,0.0,0.0,-0.009773486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa04540,N163,0.0,0.0,-0.0006214641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000120983204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa04550,N164,0.0,0.0,-0.001210145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0986613e-05,-3.1274e-05,0.0,0.0,0.0,0.0,0.0,0.0
hsa04610,N165,-0.00039845036,-0.0006711052,0.0,0.0,0.0,0.0,0.0,0.0024212261,0.0,0.0,0.009449838,0.0,0.0,0.0,0.0,0.0,-0.00031092585,0.0,-0.0034864724,0.0,0.0,-0.00011667723,0.0013023602,2.9523728e-05,0.0
hsa04611,N166,0.0007994122,0.0036441418,0.0,0.0,0.0,0.0,0.0,0.022446131,0.00072769594,0.0,0.0,0.006558197,0.0,0.0011859597,0.0,0.0074518425,0.0,0.0,0.0028910546,0.0,0.0,0.0006912071,0.008026178,0.0,0.0
hsa04612,N167,0.0,-0.0007507554,-0.014282485,0.0,-0.0088330135,0.0,0.0,0.0,-0.0028270558,0.0,0.0,0.0,0.0,0.0,0.0,-0.04305895,0.0,-0.0050409604,-0.0009925223,-0.035136644,0.0,0.0,0.0,-0.0016883187,0.0
hsa04613,N168,1.2802797e-05,-0.000245591,-0.0003650057,-0.00036296135,0.0009812069,1.3848576e-05,0.00027534683,-0.0002344184,-0.00030438445,0.0,-0.0058772303,-0.0003105118,0.0,-0.00039163954,0.0,-0.001997732,0.0,0.00046927205,-0.0002840353,0.0013218722,-0.0005173619,-0.00020588469,-0.00036434142,-0.0001344582,-6.017571e-05
hsa04614,N169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009506222,0.0,0.0,0.0,0.0,0.0,0.0,0.0007490875
hsa04620,N170,0.0,0.0,0.0,-0.0019019784,-0.007777575,0.0,0.0,-0.007342658,-0.0036620013,0.0,0.0,0.0,0.0,-0.00236437,0.0,0.0,0.0,0.0,-0.00055107975,0.0,-0.0050362367,-0.00018911081,0.0,0.0,0.0
hsa04621,N171,0.0,-0.00017536755,0.0,0.0,0.0,-0.00022136312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.604311e-05,-0.00012366117,0.0,0.0,0.0
hsa04622,N172,-1.1806854e-05,-4.6757115e-05,0.0,-0.0003410288,-0.00020286003,0.0,-1.9369585e-05,0.0,-4.6167414e-05,0.0,0.0,0.0,0.0,-0.00037820134,0.0,0.0,0.0,-0.0057891654,0.0,0.0,-0.00021048423,0.0,0.0,0.0,0.0
hsa04623,N173,-4.417639e-05,0.0,0.0,-0.0007032743,-0.00091977924,0.0,-4.0977084e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.00027984715,0.0,0.0,-0.00019313773,-0.0027452721,0.0,0.0,-0.0009726848,0.0,0.0,0.0,0.0
hsa04625,N174,-0.0004335405,0.0004625088,0.000377759,0.00053822214,-0.0067129247,0.00038527427,0.000325869,-0.003606176,0.00038534618,0.0,0.006847418,-0.00019460845,0.0,0.0004495968,0.0,0.0,0.00026037777,-0.042866074,-0.0037508006,-0.029107261,0.00044538808,-0.0013927268,0.0,-0.0013647504,0.0010803447
hsa04630,N175,1.6801976e-05,0.0,0.0,0.0,0.00037006615,0.0,0.0,0.0014802823,0.0,0.0,0.010024988,0.0,0.0,0.0,0.0,0.0,0.0,0.0060115326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa04640,N176,-1.9071508e-06,-0.00043229206,-0.0013200023,-0.0006092293,0.00512342,-0.0004918894,0.000739623,0.0028449898,0.0022106618,0.0,0.017365266,0.0036652696,0.0,0.0016932009,0.0007034215,-0.004007914,0.00024459,-0.0004336016,-0.0004952194,-0.00095990027,-0.0006939835,-8.5574036e-05,-0.0007302058,0.0011760667,3.416932e-05
hsa04650,N177,-1.4843932e-05,0.0011761928,-0.030859495,-0.0024264352,0.0005156922,-0.0013314926,0.00057960127,0.0069560623,0.0014800668,3.3312343e-05,-0.026701145,0.0012530114,0.000106485124,-0.0012759608,0.0,-0.061001755,0.0002789733,0.0016034399,-0.00015689246,-0.012551368,0.0012200435,0.0006891857,0.0,0.00015145686,-0.006865492
hsa04657,N178,0.0,0.00022940907,0.00023367359,0.00033498261,-6.0186365e-05,0.00022424526,4.4629167e-05,0.000109184584,-5.8747937e-05,0.0,0.0,0.00059794565,0.0,0.0007039024,0.0,0.00013959921,0.0,-4.963659e-05,-6.579887e-05,-0.0001256077,0.00046714305,-5.1133437e-05,0.0,-7.9443984e-05,0.0008683522
hsa04658,N179,1.1302508e-06,0.0,0.003583898,0.0,0.004089765,0.00025029367,0.00018052435,0.0,0.00059458875,0.0,0.0,0.0,0.0,0.0023299148,0.0,0.0023850277,0.0,0.0,0.0,0.0,0.0048087207,0.0006270204,0.0,0.0,0.0
hsa04659,N180,0.0,-0.00024023016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0062993392,0.0,-0.0030811485,0.0,0.0,0.0,0.0,0.0
hsa04660,N181,0.0,0.0,-0.0029666605,0.0,-0.010127344,0.0,0.0,0.0,-0.0007647959,0.0,0.0,-0.009772722,0.0,-0.0028191144,0.0,0.0,0.0,0.0,-0.0019139843,0.0,-0.0031648353,-0.001330724,0.0,-0.006497029,-0.010951883
hsa04662,N182,6.9809926e-07,0.0,0.0,4.147832e-05,0.0,8.2976265e-05,1.6832311e-05,0.0033372736,0.0,0.0,0.0,0.0,0.0,0.0005250784,0.0,0.0,0.0,0.00068598735,7.129959e-06,0.0,0.0005796865,0.0,0.0,0.000108156244,0.0
hsa04664,N183,0.0,0.0,0.0,0.0,0.004934406,0.0,5.1427396e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0008765606,0.0,0.0,0.0,0.0,0.0,0.0,0.0018783694,7.790452e-05,0.0,5.1808573e-05,0.0
hsa04666,N184,2.6145448e-05,-3.802368e-05,-0.0010280436,0.0004499073,-0.00022725858,-0.00011882319,0.00015728275,0.001869004,0.00033863008,0.0,0.0,0.00033559208,0.0,0.0005740302,-1.9604548e-05,-0.0029616246,0.0,0.003170776,0.0002678654,0.0001729402,0.00090882136,4.5312296e-05,0.0,0.00030608557,-0.00015344704
hsa04668,N185,0.0,0.0,0.0,0.0,0.0028528695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa04670,N186,2.5104473e-06,0.0,0.0,5.627208e-06,0.0,1.2644537e-05,3.9688784e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019731358,1.2447425e-05,0.0,0.0,0.0,0.0,0.0,0.0
hsa04672,N187,-0.00010706516,-0.00039692956,0.00042043813,-0.0004742919,-0.0016402578,-0.00016629434,6.4819906e-05,-0.0052130646,-0.00020075637,0.0,0.0,0.0,0.0,-0.0010001365,-0.00029415058,0.0,0.00023170645,-0.00020257295,-0.00048093183,0.0,-0.0014280591,-0.00017957353,0.0,0.0,-0.0008415438
hsa04710,N188,0.0,0.0,0.0,0.00011678244,0.0,0.0,0.0,-0.00025373424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4798933e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa04713,N189,0.0,0.0,0.0,9.990349e-05,0.0,0.0,0.0,0.0073852376,0.0,0.0,0.0,0.0006644605,0.0,0.0,0.0,0.0,0.0,7.8645404e-05,5.52527e-05,0.0,0.00023768716,0.0,0.0,0.00014074662,0.0
hsa04714,N190,0.0,0.0,0.0,-0.00038413063,0.0,0.0,0.0,-0.00079167646,0.0,0.0,0.0,-0.0005567384,0.0,-0.00046216045,0.0,0.0,0.0,-6.5955755e-05,-3.089982e-05,0.0,-0.00012008916,-3.2057181e-07,0.0,-0.00026624257,0.0
hsa04720,N191,1.7463053e-05,0.00013676385,0.0004910334,0.0003053174,0.0007940716,6.3825166e-05,0.00012504324,0.00025328455,9.8719924e-05,6.551009e-05,0.0055812355,3.435732e-05,0.00018609008,0.00027741928,0.0,0.0043795034,3.6447207e-05,-1.0833963e-05,0.00027635397,-0.0029315127,0.00029138406,0.00019981498,-6.305367e-05,0.0003049674,0.00028291802
hsa04721,N192,0.0,0.0,0.0009995113,0.0,1.4409057e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.738429e-05,0.0,0.0,0.0,0.00046609936,3.3089276e-05,9.564509e-05
hsa04722,N193,0.0,0.0,0.0,9.221205e-06,-2.9382536e-05,-0.0004558964,-0.0002197943,0.0,7.810376e-05,0.0,0.0,-0.00058922806,-1.0840204e-06,-0.0002876742,0.0,0.0,0.0,0.0,-0.00067969225,0.00013995495,0.0,0.0,0.0,-0.00014092092,0.0
hsa04723,N194,2.8654642e-05,4.7648136e-05,0.011379767,0.00020861928,0.00028782347,8.3973835e-05,7.1086804e-05,2.4042447e-05,0.0001225888,0.0,-0.0010186695,-8.758454e-05,0.00013175215,-9.3468254e-05,-2.7456746e-05,-0.00064217835,3.1615135e-05,1.109393e-05,-7.311838e-05,0.0,0.00012976647,3.1330062e-05,-7.386602e-06,-8.4484636e-05,0.001078643
hsa04724,N195,0.0011374017,0.0022567257,0.014435232,0.0024558739,0.0038460968,0.0008832526,0.0019533965,0.0011076378,0.0012187366,0.0,-0.0872847,0.0026932932,0.00032855573,1.8539838e-06,0.0010069314,-0.019826204,0.0009943746,0.0021020363,0.0010942393,0.013157131,0.0020873896,0.00095586316,-0.005466635,0.0006194853,0.006989628
hsa04725,N196,0.0,0.0,0.027532779,0.00033536088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017107013,0.0,0.0018740216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa04726,N197,0.00047967618,0.00035513984,0.0067523154,-0.0002952854,0.0008119917,-1.675385e-05,0.0006249862,0.00068861985,0.0017228989,0.00089843327,0.00026454474,0.0026791021,-4.5222452e-05,0.000508248,-3.185135e-05,0.010191871,5.076329e-05,0.000498492,0.0018497768,0.0006732161,0.00087888446,0.00032673706,0.0035100197,0.0019228497,0.0019296516
hsa04727,N198,0.00014004241,-0.000122122,0.0001905195,-0.0001494993,4.7920403e-05,0.00011405842,-0.00022945054,0.000111179164,-0.0009952043,0.0,1.9810168e-05,0.00015642506,-8.709835e-05,0.00014669201,0.0,-0.011379102,8.64888e-05,0.00012324523,0.0001472815,0.0,0.00013743828,1.0528831e-05,0.00035361934,-0.0012284855,0.00021704925
hsa04728,N199,0.0004465251,0.00027203443,0.009564577,0.0010753707,0.0017306374,0.00036325605,0.0006152662,0.00043150724,0.00016911895,0.000117522315,-0.002446307,0.0006014049,0.00011174237,0.0006362643,0.0001323446,-0.0057795686,0.000110671186,0.0003203892,0.00042444523,4.434372e-07,0.0009995727,0.00012570906,-0.002387383,-2.5907444e-05,0.0007518559
hsa04730,N200,7.220755e-06,0.00017132898,-0.096911766,0.00013790559,0.00016249975,0.00013242674,0.00019002476,0.0001093162,0.00012678273,0.00011043127,-0.0937506,-0.0012537638,-1.6660954e-07,3.621075e-06,0.00014883913,-0.060939703,-0.0003479881,0.00014068188,0.0001474127,-0.0015692967,0.00022002839,0.00011359232,0.00024920734,1.8864277e-05,-0.0039952667
hsa04740,N201,-7.5473677e-06,-6.8060485e-06,-0.00058145117,-2.8913408e-05,-4.225292e-05,-2.6767986e-05,-1.5607347e-05,-3.3515753e-05,3.8642862e-05,0.0,0.0,3.736279e-05,-1.5818785e-05,-2.8288796e-05,0.0,0.0010731361,2.6295797e-06,-2.658111e-05,3.1057047e-05,0.0002710088,-2.8255718e-05,-1.2576281e-05,-4.0633655e-05,0.00027096772,-2.6497337e-05
hsa04742,N202,6.0396516e-05,-0.00015077455,-0.00021043906,0.00013055553,-0.00033789678,-0.00013806981,-9.53805e-05,-0.0012326557,-0.00010111269,0.0,0.0,-7.651254e-05,0.0,-0.00011375766,0.0,3.303299e-05,0.00015953668,0.014327947,-0.00013628879,-0.00037303788,-0.0001294137,6.3274114e-05,3.030635e-05,-0.00015636647,-0.0002634076
hsa04744,N203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa04750,N204,4.0492792e-05,-0.0010606855,-0.15244041,-0.010981705,-0.0068977457,-0.0044164974,-0.0046469844,-0.10315958,-0.007895602,0.0,0.0,0.0002531211,-0.00019178636,-0.012130548,-8.542465e-05,-0.0768679,-0.0001813054,-0.007667505,0.00039712279,-0.060657486,-0.016045509,-0.001033485,-0.00025531833,-0.00733787,-0.013153367
